record_id,ID,calculated_metrics_vfinal,cognitive_health_weight,conditional_note,connection_purpose_weight,core_care_weight,created,created_by,dependent_on_not_selected,dependent_on_selected,from_field_include_responses_not_selected_from,from_field_include_responses_selected_from,group_id,healthful_nutrition_weight,implementation_issue_detail,implrmentation_issue,include_responses_not_selected_from,include_responses_selected_from,last_modified,last_modified_by,movement_exercise_weight,pillar,pre_fill,question,response,restorative_sleep_weight,score,screening_compliance_matrix,section,section_number,section_question_order,show_if_not_selected,show_if_selected,stress_management_weight,survey_response_options,total_weight_pillar_agnostic,type
recgTvogiUBm9uSHP,8.59,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,"reco7nypQLNCUglbW, recMr60EqTfXRWWEg",,,general_care,,Multi-response condition logic not built,True,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"Would you consider flossing more often to support your longevity goals?
","Maybe - need more information, Yes - open to trying, Not now, but maybe in the future, No",,"0, 0, 0, 0",,Core (hygiene),8,59,,"Rarely, Never",,"recc2mF9sofYW9alj, rec6juSCqV9ky0k5W, recYJ4ZquWEygpN98, rec4IhoGiQ7eA8rVq",0,single-select
recqXZp2ZD6MTcZwj,8.60,recaqjZszr1rYZwLp,,,,recvjDJ6RimdoR588,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,general_care,,,,,,2025-10-07T18:01:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How often do you brush your teeth?
","<2 times a day, ≥2 times a day",,"2, 10",,Core (hygiene),8,60,,,,"recsIk4aDmxCpFteE, recR2Q96sbYj9AVS3",7,single-select
recGOVIQWYZIqVbdk,8.61,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recR2Q96sbYj9AVS3,,,general_care,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"Would you consider brushing more often to support your longevity goals?
","Maybe - need more information, Yes - open to trying, Not now, but maybe in the future, No",,"0, 0, 0, 0",,Core (hygiene),8,61,,≥2 times a day,,"recBjoRbuzQZT7IBf, recSaWpHaYqRdtJ4V, reczeyMVMIxLKYjjF, recl1w4hYqjwK413e",0,single-select
rec1k7KWQ3p0BDV2S,8.62,recZqHtxhGCZHopVA,,,,recgUqiTjFzsl0VVc,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,general_care,,,,,,2025-10-07T18:02:09.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"How often do you apply suncreen to your face and neck?
","A few times a week, Rarely, Never, Daily",,"7, 4, 2, 10",,Core (hygiene),8,62,,,,"reckPVvQboVA3zrqi, rec4mniYfHgsfi8OL, recFxSQY57BPbsMgt, recV2GqBOLIUeKtzf",4,single-select
reccWWM3A6jU6XPk8,8.63,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,"rec4mniYfHgsfi8OL, recFxSQY57BPbsMgt",,,general_care,,Multi-response condition logic not built,True,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"Would you consider applying suncreen more often to support your longevity goals?
","Maybe - need more information, Yes - open to trying, Not now, but maybe in the future, No",,"0, 0, 0, 0",,Core (hygiene),8,63,,"Rarely, Never",,"rec5YTVJhcj2RhP95, recFZuwU1fJMzByRk, recI6wqgoiOekaSgL, recCmwmAYNNjtGRwA",0,single-select
rec41VEDvQOvND6sM,8.64,recpmgUccsnHhCXlB,,,,rec8OHcN4pZpr6aWd,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,general_care,,,,,,2025-10-07T18:02:16.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"Do you have a consistent morning and/or evening skincare routine? 
","No, Yes",,"2, 10",,Core (hygiene),8,64,,,,"recwX4n7ic9dFyq37, recbbedVcYV3WmWPZ",2,single-select
rec2mQYMvERXvAmeT,8.65,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recwX4n7ic9dFyq37,,,general_care,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,,"Would you consider adding a consistent morning and/or evening skincare routine to support your longevity goals? 
","Maybe - need more information, Yes - open to trying, Not now, but maybe in the future, No",,"0, 0, 0, 0",,Core (hygiene),8,65,,No,,"recuSx2h21BErsvY9, recELFb6UOpbVKD3K, rectIlujH41FU8eG2, recTI1ZRDTFjIaZYM",0,single-select
recSjGc4lWe5zh9FY,9.01,,,,,recHVMSqly6zi2BMX,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Heart Attack/ASCVD?
","No, Yes",,"10, 2",,Core (Family History),9,1,,,,"recWfYvBLg4w6pZdb, recwpjC5IaPvpTxXY",10,single-select
recDasvq8w98u4HdA,9.02,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recwpjC5IaPvpTxXY,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Heart Attack/ASCVD?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,2,,Yes,,"rec3maOJbZXSMwNsi, recqHNSNUw3aBSiFH, recpyfq3XPqU3LbgX, reccjyf8wsoQR5vPZ",0,single-select
recaQv8GxpWoA4Cde,9.03,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recwpjC5IaPvpTxXY,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Heart Attack/ASCVD?
",[Free numeric],,0,,Core (Family History),9,3,,Yes,,recUifAoBcqFAFpFF,0,free-response
rec5jfSGMrf1wVcx5,9.04,,,,,recHVMSqly6zi2BMX,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Stroke?
","No, Yes",,"10, 2",,Core (Family History),9,4,,,,"recKLr4TfQNkrnXh9, recjrRMX32dbEkCz7",10,single-select
rec8K7Hf8Rv1Dns9i,9.05,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recjrRMX32dbEkCz7,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Stroke?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,5,,Yes,,"recU10i04Mgzp2Taw, recfE0smyRHKV6GCM, rec61NWTqQOJchEUH, recYmgdTt0sF7yqZh",0,single-select
rec8lGHwiGxf6IvGF,9.06,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recjrRMX32dbEkCz7,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Stroke?
",[Free numeric],,0,,Core (Family History),9,6,,Yes,,recNudnt3BXH59XTd,0,free-response
recm6zGHnVofbCSWT,9.07,,,,,recvjDJ6RimdoR588,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Diabetes?
","No, Yes",,"10, 2",,Core (Family History),9,7,,,,"recY2SgXtcpBms3Tq, recBDCs5fcL5KNL8D",7,single-select
rec6UQY7n9kKcKxbA,9.08,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recBDCs5fcL5KNL8D,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Diabetes?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,8,,Yes,,"recacBFBQko7hp44Z, recmq89w5HxMKa99a, recJq9nCr1J8SMDmd, recPU0FMXcPjGBj1f",0,single-select
rech1fNuMUQ33NdcN,9.09,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recBDCs5fcL5KNL8D,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Diabetes?
",[Free numeric],,0,,Core (Family History),9,9,,Yes,,recslg3Nveb1MbRWT,0,free-response
recZhdkhFVWPhdMI2,9.10,,,,,recvjDJ6RimdoR588,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Dementia/Alzheimer's?
","No, Yes",,"10, 2",,Core (Family History),9,10,,,,"rec9FMGoMPHF6QpLA, recb7W39bPCQYnkja",7,single-select
reclrvqqZdbFt0k8h,9.11,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recb7W39bPCQYnkja,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Dementia/Alzheimer's?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,11,,Yes,,"recN43xFaA0zEoscp, recPLHWxCYEyaaWD9, recAgJrhSbrFUQjD5, rec6mJ2j5BWycoSec",0,single-select
rec5nIE8neZiHStVH,9.12,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recb7W39bPCQYnkja,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Dementia/Alzheimer's?
",[Free numeric],,0,,Core (Family History),9,12,,Yes,,recjBUDxMrAd5kwJW,0,free-response
recQW9QEyd2tx9Wkz,9.13,,,,,recvjDJ6RimdoR588,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Breast Cancer?
","No, Yes",,"10, 2",,Core (Family History),9,13,,,,"recyxzxSSeL1Y50Fa, recq9UhgxBndA89vY",7,single-select
recOOpFxkBSg7ZtTH,9.14,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recq9UhgxBndA89vY,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Breast Cancer?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,14,,Yes,,"rectFI5UvpJzXYtUd, rectaO6nOnLMeCW7l, recep3eqXG0a6okSl, recMEMzP5kNVsnd3U",0,single-select
recLKauRY3o8KOLGc,9.15,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recq9UhgxBndA89vY,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Breast Cancer?
",[Free numeric],,0,,Core (Family History),9,15,,Yes,,recUxrCC9cXn6XrMQ,0,free-response
recTfKeRR5oU1yfI1,9.16,,,,,recvjDJ6RimdoR588,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Colon Cancer?
","No, Yes",,"10, 2",,Core (Family History),9,16,,,,"recFfGiXWokC6P4OL, recPEGb3hIlRdoxwA",7,single-select
recJTFcSzhzyxwqYl,9.17,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recPEGb3hIlRdoxwA,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Colon Cancer?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,17,,Yes,,"recJ0eqSGSrvqwhQU, reclKCOFzYN0asE5b, rec6RKJEKOMxgdQaA, rec40bz0ROPLcqt4h",0,single-select
recFQshg1p2EcLmNf,9.18,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recPEGb3hIlRdoxwA,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Colon Cancer?
",[Free numeric],,0,,Core (Family History),9,18,,Yes,,recNjfvmXNt9Yo86P,0,free-response
recPs60zovY2H33c9,9.19,,,,,recpg3BRFDgUImGwp,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Prostate Cancer?
","No, Yes",,"10, 2",,Core (Family History),9,19,,,,"rec4ScvIet4SSypgy, recENljkz50Vx1m4D",5,single-select
reci2cBjbbDtnVTZf,9.20,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recENljkz50Vx1m4D,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Prostate Cancer?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,20,,Yes,,"recYtBU8uKdyUcz9q, recUOjsAp5ocHGE4Z, reczsyhK32Rw5ZKjm, recrrqC9ZDZlfTYZQ",0,single-select
recmvGnXW1TAuDGFb,9.21,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recENljkz50Vx1m4D,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Prostate Cancer?
",[Free numeric],,0,,Core (Family History),9,21,,Yes,,recRbhND56MzP12nn,0,free-response
recu77LkIJaHFkZTj,9.22,,,,,recpg3BRFDgUImGwp,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Other Cancer?
","No, Yes",,"10, 2",,Core (Family History),9,22,,,,"rec77xhsWiybmWCP1, receEayGd3uxkzMYj",5,single-select
rec999HwDprZp8M1b,9.23,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,receEayGd3uxkzMYj,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Please specify the type of other cancer.
",[Free text],,0,,Core (Family History),9,23,,Yes,,recyhlUSS553C8942,0,free-response
recnymrZlbf8TjNpZ,9.24,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,receEayGd3uxkzMYj,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Other Cancer?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,24,,Yes,,"recAejtVZrrmqdUrr, recZHoc3oFCGnbxCI, recJckwluwdKd3aiT, recQKprWjD1dZfKtz",0,single-select
rechNN3VYenBYV7vE,9.25,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,receEayGd3uxkzMYj,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Other Cancer?
",[Free numeric],,0,,Core (Family History),9,25,,Yes,,rec12px0HASxzABGM,0,free-response
rec4Q3OTfnpGIREiW,9.26,,,,,recvjDJ6RimdoR588,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Osteoporosis/Osteopenia?
","No, Yes",,"10, 2",,Core (Family History),9,26,,,,"recKa2xGcgmzBM6CN, recmFNQNvwE84XFlW",7,single-select
rectz5MNU0bxtXFBA,9.27,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recmFNQNvwE84XFlW,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Osteoporosis/Osteopenia?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,27,,Yes,,"recVbCsNHZm71fqse, recgYzqavAFZHHFYt, recjN074ZMWMycgGw, recrwURnkZ7aJNtF4",0,single-select
rec11Y8uVB2jDo55U,9.28,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recmFNQNvwE84XFlW,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Osteoporosis/Osteopenia?
",[Free numeric],,0,,Core (Family History),9,28,,Yes,,recp5U8cBrQkyhjGF,0,free-response
reco0ItB2ZQiYvgdW,9.29,,,,,recvjDJ6RimdoR588,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Autoimmune disease?
","No, Yes",,"10, 2",,Core (Family History),9,29,,,,"recmMnu8gXINXpSYm, recsagTA1wXSMUymV",7,single-select
rec4rAJH2WuVSbf65,9.30,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recsagTA1wXSMUymV,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Autoimmune disease?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,30,,Yes,,"recN3vfA3PoDlJLeY, recmBSLsCZYobY71t, recfDsGYBcasTUySY, recPTkLRVHfWdgNfn",0,single-select
recslY9EDxPFOZ2Th,9.31,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recsagTA1wXSMUymV,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Approximate age at diagnosis for your relative with Autoimmune disease?
",[Free numeric],,0,,Core (Family History),9,31,,Yes,,recz2HKRkU4V0KzR3,0,free-response
recpF4tpekw34qfdG,9.32,,,,,recpg3BRFDgUImGwp,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Do you have a family history of Mental Health issues?
","No, Yes",,"10, 2",,Core (Family History),9,32,,,,"recShagSaBvQjcvCv, rec5PEPk8tK2AmyTz",5,single-select
recn87a8LGfML1ifs,9.33,,,,,,2025-06-10T18:25:44.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,rec5PEPk8tK2AmyTz,,,family_history,,,,,,2025-09-17T21:39:41.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",,recOT0nP41iwVDLKR,True,"Which relative was diagnosed with Mental Health issues?
","Sibling, Grandparent, Other, Parent",,"0, 0, 0, 0",,Core (Family History),9,33,,Yes,,"rec9xcYjySeE0OHjB, rec7mFCCzTkuB24DX, recAJfEr0r7Be01G8, recH1TfdB2NAO2Awk",0,single-select
