record_id,Created By,calculation_target_value_3,calculation_type_from_recommendationgoals,challenge_description,challenge_level,challenge_title,created,dependency_tracked_metric_from_recommendationgoals,id,last_modified_by,last_modified_time,level_description_from_recommendations,linked_recommendations,operator_from_recommendationgoals,recommendationgoals_ref,recommendations_v2,record_ID,scoring_frequency,scoring_frequency_from_recommendationgoals,scoring_type_from_recommendationgoals,target_value,times,tracked_metric_from_recommendationgoals,trigger_conditions,unit_from_recommendationgoals,weightage_from_recommendationgoals
rec7YMp08iaSI2nFW,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,"Complete 2 cold shower or plunge sessions over 10 days for 2-3 minutes each. Increase both frequency and duration to enhance cold adaptation, brown fat activation, and stress resilience benefits.",04,Advance Your Cold Exposure,2025-09-16T23:07:07.000Z,,CH-04-REC0173.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge 1–2x/week for 1–3 minutes per session,recRptGdrmCpyLJHD,<>,rec0NukSU919GIIwc,,rec7YMp08iaSI2nFW,10-day,weekly,,2,1,recBPu9PYFPU8hate,recev8oMkYeU99K6K,minutes,
recdeZhOfBsQbUBQH,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,"Complete 3 cold shower or plunge sessions over 14 days for 2-3 minutes each. Achieve advanced cold adaptation consistency for maximum metabolic, immune, and resilience benefits through regular cold exposure.",05,Master Consistent Cold Therapy,2025-09-16T23:07:07.000Z,,CH-05-REC0173.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge 1–2x/week for 1–3 minutes per session,recRptGdrmCpyLJHD,<>,rec0NukSU919GIIwc,,recdeZhOfBsQbUBQH,14-day,weekly,,3,1,recBPu9PYFPU8hate,recZvqASLUujIXdcS,minutes,
reccGpbu71T696KBk,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,Get back on track with intermediate cold exposure by completing 2 sessions this week for 2-5 minutes each. Enhanced cold therapy frequency and duration provide greater metabolic and resilience benefits through increased adaptation.,01,Restart Intermediate Cold Training,2025-09-16T23:07:07.000Z,,CH-01-REC0173.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge 3–5x/week for 2–5 minutes per session,rechgUNb6nRo6MSuD,<>,rec3nsC4fleHfYBcs,,reccGpbu71T696KBk,weekly,weekly,,2,1,recBPu9PYFPU8hate,recEQLMvu2HdM7Ze9,minutes,
rec6vCJsmhewkXILw,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,Build momentum with intermediate cold therapy by completing 3 sessions over 5 days for 2-5 minutes each. This frequency begins to optimize cold adaptation responses and metabolic enhancement benefits.,02,Build Intermediate Cold Consistency,2025-09-16T23:07:07.000Z,,CH-02-REC0173.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge 3–5x/week for 2–5 minutes per session,rechgUNb6nRo6MSuD,<>,rec3nsC4fleHfYBcs,,rec6vCJsmhewkXILw,5-day,weekly,,3,1,recBPu9PYFPU8hate,recGqm2ArjO7Siin6,minutes,
recK0ULDPHDJsviqu,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,Take a cold shower or plunge 3–5x/week for 2–5 minutes per session for the next week. Complete your intermediate cold exposure routine for enhanced metabolic benefits and advanced stress resilience adaptation.,03,Establish Intermediate Cold Protocol,2025-09-16T23:07:07.000Z,,CH-03-REC0173.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge 3–5x/week for 2–5 minutes per session,rechgUNb6nRo6MSuD,<>,rec3nsC4fleHfYBcs,,recK0ULDPHDJsviqu,weekly,weekly,,5,1,recBPu9PYFPU8hate,recuzNQE4zW7byizo,minutes,
recL8OcechtOPDil0,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,Complete 4 cold exposure sessions over 10 days for 3-5 minutes each. Push your intermediate cold adaptation with increased consistency for enhanced brown fat activation and metabolic optimization.,04,Advance Intermediate Cold Exposure,2025-09-16T23:07:07.000Z,,CH-04-REC0173.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge 3–5x/week for 2–5 minutes per session,rechgUNb6nRo6MSuD,<>,rec3nsC4fleHfYBcs,,recL8OcechtOPDil0,10-day,weekly,,4,1,recBPu9PYFPU8hate,recev8oMkYeU99K6K,minutes,
recE2stYb7nVAK6dd,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,count,"Complete 6 cold exposure sessions over 14 days for 3-5 minutes each. Achieve mastery of intermediate cold therapy with consistent practice for maximum metabolic, immune, and resilience benefits.",05,Master Intermediate Cold Therapy,2025-09-16T23:07:07.000Z,,CH-05-REC0173.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge 3–5x/week for 2–5 minutes per session,rechgUNb6nRo6MSuD,<>,rec3nsC4fleHfYBcs,,recE2stYb7nVAK6dd,14-day,weekly,,6,1,recBPu9PYFPU8hate,recZvqASLUujIXdcS,minutes,
recdlOrppon9b7EW1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Start your advanced cold exposure routine by completing 2 sessions over the next 3 days for 3-5 minutes each. Daily cold therapy represents elite stress adaptation and metabolic optimization through maximum cold exposure frequency.,01,Begin Elite Cold Training,2025-09-16T23:07:07.000Z,,CH-01-REC0173.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge daily for 3–5 minutes per session,recBkXt1okqTdWtYW,>=,recjP1LsjZFGKpkLp,,recdlOrppon9b7EW1,3-day,daily,,2,1,recBPu9PYFPU8hate,recW6UbqZK8YEDYEJ,minutes,
recgAu8lSF1WyU7Dt,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Establish advanced cold therapy by completing 4 sessions over 5 days for 3-5 minutes each. This high frequency approaches optimal cold stress for maximum brown fat activation and metabolic benefits.,02,Build Elite Cold Consistency,2025-09-16T23:07:07.000Z,,CH-02-REC0173.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge daily for 3–5 minutes per session,recBkXt1okqTdWtYW,>=,recjP1LsjZFGKpkLp,,recgAu8lSF1WyU7Dt,5-day,daily,,4,1,recBPu9PYFPU8hate,rec7q3B1tby7yzQQS,minutes,
recpYyu9feKsdIsEX,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,"Take a cold shower or plunge daily for 3–5 minutes per session for the next week. Complete this advanced cold exposure protocol for optimal metabolic enhancement, immune function, and stress resilience mastery.",03,Master Elite Cold Protocol,2025-09-16T23:07:07.000Z,,CH-03-REC0173.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Take a cold shower or plunge daily for 3–5 minutes per session,recBkXt1okqTdWtYW,>=,recjP1LsjZFGKpkLp,,recpYyu9feKsdIsEX,weekly,daily,,7,1,recBPu9PYFPU8hate,recuzNQE4zW7byizo,minutes,
recRSL38pjcjnIZMr,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,"Get your HEPA air purifier running in your bedroom for 2 nights this week. Clean air during sleep supports respiratory health, better sleep quality, and reduces exposure to pollutants when your body is recovering.",01,Start Clean Air in Your Sleep Space,2025-09-16T23:07:07.000Z,,CH-01-REC0174.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in bedroom at night,rec45yTVyDirbipb1,=,recMvedS68VYAx2Cv,,recRSL38pjcjnIZMr,weekly,daily,,1,2,recBPu9PYFPU8hate,recW6UbqZK8YEDYEJ,times,
reccbLw8ePlFYc4c8,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,"Establish consistent bedroom air purification by running your HEPA filter for 4 nights over the next 5 days. Clean air during sleep hours enhances recovery, reduces inflammation, and supports optimal sleep quality.",02,Build Bedroom Air Quality Habits,2025-09-16T23:07:07.000Z,,CH-02-REC0174.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in bedroom at night,rec45yTVyDirbipb1,=,recMvedS68VYAx2Cv,,reccbLw8ePlFYc4c8,5-day,daily,,1,4,recBPu9PYFPU8hate,rec7q3B1tby7yzQQS,times,
recvMrVWCneZ4pl4L,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,"Use a HEPA air purifier in bedroom at night for the next 7 nights. Maintain consistent clean air in your sleep environment to optimize respiratory health, sleep quality, and nightly recovery processes.",03,Establish Nightly Air Purification,2025-09-16T23:07:07.000Z,,CH-03-REC0174.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in bedroom at night,rec45yTVyDirbipb1,=,recMvedS68VYAx2Cv,,recvMrVWCneZ4pl4L,weekly,daily,,1,7,recBPu9PYFPU8hate,recuzNQE4zW7byizo,times,
rec30VdqOLmRgEv6Q,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Run your HEPA air purifier in the bedroom every night for 10 consecutive nights. Achieve consistent air purification to maximize the respiratory and sleep quality benefits of clean air during your recovery hours.,04,Advance Bedroom Air Quality,2025-09-16T23:07:07.000Z,,CH-04-REC0174.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in bedroom at night,rec45yTVyDirbipb1,=,recMvedS68VYAx2Cv,,rec30VdqOLmRgEv6Q,10-day,daily,,1,10,recBPu9PYFPU8hate,rectNb8AM5fmsSRay,times,
recbswmcSrBulnql6,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,"Maintain HEPA air purification in your bedroom every night for 14 consecutive nights. Achieve mastery of sleep environment air quality for optimal respiratory health, sleep quality, and nightly recovery enhancement.",05,Master Bedroom Air Purification,2025-09-16T23:07:07.000Z,,CH-05-REC0174.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in bedroom at night,rec45yTVyDirbipb1,=,recMvedS68VYAx2Cv,,recbswmcSrBulnql6,14-day,daily,,1,14,recBPu9PYFPU8hate,recu5zaPt8hg3iZMC,times,
recxiS7k3cTPE7LqU,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Get back on track by running HEPA air purifiers in your bedroom and primary work/living area for 2 days this week. Expanding clean air coverage enhances respiratory health throughout your most-used spaces.,01,Expand Your Clean Air Zones,2025-09-16T23:07:07.000Z,,CH-01-REC0174.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in both bedroom and primary work/living area,recowvjMgKFTslp3H,=,reccmFkQL9aX8ybpv,,recxiS7k3cTPE7LqU,weekly,daily,,2,2,recBPu9PYFPU8hate,recW6UbqZK8YEDYEJ,times,
recATM1FhqHs7TfGC,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Establish consistent air purification by running HEPA filters in both bedroom and work/living areas for 4 days over the next 5 days. Multi-room coverage provides comprehensive protection during sleep and active hours.,02,Build Multi-Room Air Quality,2025-09-16T23:07:07.000Z,,CH-02-REC0174.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in both bedroom and primary work/living area,recowvjMgKFTslp3H,=,reccmFkQL9aX8ybpv,,recATM1FhqHs7TfGC,5-day,daily,,2,4,recBPu9PYFPU8hate,rec7q3B1tby7yzQQS,times,
recGT3tZ2UEw04v42,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Use a HEPA air purifier in both bedroom and primary work/living area for the next 7 days. Maintain comprehensive air quality in your most important spaces for optimal respiratory health and pollutant reduction.,03,Establish Dual-Zone Air Purification,2025-09-16T23:07:07.000Z,,CH-03-REC0174.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in both bedroom and primary work/living area,recowvjMgKFTslp3H,=,reccmFkQL9aX8ybpv,,recGT3tZ2UEw04v42,weekly,daily,,2,7,recBPu9PYFPU8hate,recuzNQE4zW7byizo,times,
recN8lDcOiMYz7Ura,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Run HEPA air purifiers in bedroom and work/living areas consistently for 10 consecutive days. Achieve advanced air quality management across your primary living spaces for enhanced respiratory health.,04,Advance Multi-Room Air Quality,2025-09-16T23:07:07.000Z,,CH-04-REC0174.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in both bedroom and primary work/living area,recowvjMgKFTslp3H,=,reccmFkQL9aX8ybpv,,recN8lDcOiMYz7Ura,10-day,daily,,2,10,recBPu9PYFPU8hate,rectNb8AM5fmsSRay,times,
recxCYA9ryQvdfUim,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Maintain HEPA air purification in bedroom and work/living areas for 14 consecutive days. Achieve mastery of comprehensive air quality management for optimal respiratory health and pollutant protection.,05,Master Dual-Zone Air Purification,2025-09-16T23:07:07.000Z,,CH-05-REC0174.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use a HEPA air purifier in both bedroom and primary work/living area,recowvjMgKFTslp3H,=,reccmFkQL9aX8ybpv,,recxCYA9ryQvdfUim,14-day,daily,,2,14,recBPu9PYFPU8hate,recu5zaPt8hg3iZMC,times,
rec0dTf2Siliyouz8,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Start comprehensive air purification by running HEPA filters in your primary indoor spaces for 2 days this week. Complete home air quality management provides maximum respiratory protection and health optimization.,01,Begin Whole-Home Air Quality,2025-09-16T23:07:07.000Z,,CH-01-REC0174.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Use HEPA filters in all primary indoor spaces (bedroom, work, kitchen, etc.) consistently",recOieepC1dJP16UP,=,recwqI0G36JsfIMTO,,rec0dTf2Siliyouz8,weekly,daily,,all,2,recBPu9PYFPU8hate,recW6UbqZK8YEDYEJ,times,
recnGSAOCVjmDP9qm,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,Establish whole-home air purification by running HEPA filters in all primary spaces for 4 days over the next 5 days. Comprehensive coverage ensures optimal air quality throughout your living environment.,02,Build Comprehensive Air Management,2025-09-16T23:07:07.000Z,,CH-02-REC0174.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Use HEPA filters in all primary indoor spaces (bedroom, work, kitchen, etc.) consistently",recOieepC1dJP16UP,=,recwqI0G36JsfIMTO,,recnGSAOCVjmDP9qm,5-day,daily,,all,4,recBPu9PYFPU8hate,rec7q3B1tby7yzQQS,times,
recQdedYGL9BPH7pg,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,count,"Use HEPA filters in all primary indoor spaces (bedroom, work, kitchen, etc.) consistently for the next 7 days. Achieve comprehensive air quality management for optimal respiratory health and pollutant elimination throughout your home.",03,Master Complete Air Purification,2025-09-16T23:07:07.000Z,,CH-03-REC0174.3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Use HEPA filters in all primary indoor spaces (bedroom, work, kitchen, etc.) consistently",recOieepC1dJP16UP,=,recwqI0G36JsfIMTO,,recQdedYGL9BPH7pg,weekly,daily,,all,7,recBPu9PYFPU8hate,recuzNQE4zW7byizo,times,
recei29b6NYgJYwGl,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",weekly,difference,Get back on track with blue light blocking by wearing glasses or activating filters for 2+ hours before bed for 2 nights this week. Evening light protection supports natural melatonin production and circadian rhythm health.,01,Restart Evening Light Protection,2025-09-16T23:07:07.000Z,,CH-01-REC0175.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Wear blue light blocking glasses or activate filters 2+ hours before bed, 3x/week",recKw2sxgw6EU6M04,>=,recZbjqAdpB0d4I6T,,recei29b6NYgJYwGl,weekly,daily,,2,2,recBPu9PYFPU8hate,recW6UbqZK8YEDYEJ,hours,
rectYzjjBmI2sCcI3,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",weekly,difference,Establish evening light protection by using blue light blockers for 2+ hours before bed for 3 nights over the next 5 days. Consistent evening protection enhances sleep quality and circadian rhythm optimization.,02,Build Blue Light Blocking Habits,2025-09-16T23:07:07.000Z,,CH-02-REC0175.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Wear blue light blocking glasses or activate filters 2+ hours before bed, 3x/week",recKw2sxgw6EU6M04,>=,recZbjqAdpB0d4I6T,,rectYzjjBmI2sCcI3,5-day,daily,,2,3,recBPu9PYFPU8hate,rec7q3B1tby7yzQQS,hours,
rec69VDhkGOdrjWdq,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",weekly,difference,"Wear blue light blocking glasses or activate filters 2+ hours before bed, 3x/week for the next week. Complete your foundational evening light protection routine for improved sleep quality and circadian health.",03,Establish Evening Light Protocol,2025-09-16T23:07:07.000Z,,CH-03-REC0175.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Wear blue light blocking glasses or activate filters 2+ hours before bed, 3x/week",recKw2sxgw6EU6M04,>=,recZbjqAdpB0d4I6T,,rec69VDhkGOdrjWdq,weekly,daily,,2,3,recBPu9PYFPU8hate,recuzNQE4zW7byizo,hours,
rec5huY9XxAAuLKhx,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",weekly,difference,Use blue light blocking for 2+ hours before bed for 6 nights over the next 10 days. Increase frequency while maintaining proper duration for enhanced melatonin production and sleep quality benefits.,04,Advance Evening Light Protection,2025-09-16T23:07:07.000Z,,CH-04-REC0175.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Wear blue light blocking glasses or activate filters 2+ hours before bed, 3x/week",recKw2sxgw6EU6M04,>=,recZbjqAdpB0d4I6T,,rec5huY9XxAAuLKhx,10-day,daily,,2,6,recBPu9PYFPU8hate,rectNb8AM5fmsSRay,hours,
recssZHjRq165rH59,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",weekly,difference,Maintain blue light protection for 2+ hours before bed for 10 nights over 14 days. Achieve advanced consistency in evening light management for optimal circadian rhythm and sleep quality enhancement.,05,Master Consistent Light Blocking,2025-09-16T23:07:07.000Z,,CH-05-REC0175.1,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,"Wear blue light blocking glasses or activate filters 2+ hours before bed, 3x/week",recKw2sxgw6EU6M04,>=,recZbjqAdpB0d4I6T,,recssZHjRq165rH59,14-day,daily,,2,10,recBPu9PYFPU8hate,recu5zaPt8hg3iZMC,hours,
rec4vl3Q7wJ50i5S5,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Get back on track with nightly blue light blocking by using glasses or filters for 2+ hours before sleep for 2 consecutive nights. Daily evening protection provides consistent circadian support and sleep optimization.,01,Restart Nightly Light Protection,2025-09-16T23:07:07.000Z,,CH-01-REC0175.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use blue light blocking glasses or filters nightly for 2+ hours before sleep,recSnJ4U7H8ZPQlZT,>=,recjCgQrVwYsu7IYz,,rec4vl3Q7wJ50i5S5,3-day,daily,,2,2,recBPu9PYFPU8hate,recW6UbqZK8YEDYEJ,hours,
reclOVZsUFfbHqr52,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Establish nightly blue light protection by using blockers for 2+ hours before bed for 4 nights over the next 5 days. Consistent nightly protection maximizes melatonin production and sleep quality benefits.,02,Build Nightly Blocking Consistency,2025-09-16T23:07:07.000Z,,CH-02-REC0175.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use blue light blocking glasses or filters nightly for 2+ hours before sleep,recSnJ4U7H8ZPQlZT,>=,recjCgQrVwYsu7IYz,,reclOVZsUFfbHqr52,5-day,daily,,2,4,recBPu9PYFPU8hate,rec7q3B1tby7yzQQS,hours,
recMW6uOX9orwkG5T,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Use blue light blocking glasses or filters nightly for 2+ hours before sleep for the next 7 nights. Complete your intermediate evening light protection routine for consistent circadian rhythm optimization.,03,Establish Nightly Light Management,2025-09-16T23:07:07.000Z,,CH-03-REC0175.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use blue light blocking glasses or filters nightly for 2+ hours before sleep,recSnJ4U7H8ZPQlZT,>=,recjCgQrVwYsu7IYz,,recMW6uOX9orwkG5T,weekly,daily,,2,7,recBPu9PYFPU8hate,recuzNQE4zW7byizo,hours,
recY2PuwMOYJnHj2p,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Maintain blue light protection nightly for 2+ hours before bed for 10 consecutive nights. Achieve advanced consistency in evening light management for optimal sleep quality and circadian health.,04,Advance Nightly Light Blocking,2025-09-16T23:07:07.000Z,,CH-04-REC0175.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use blue light blocking glasses or filters nightly for 2+ hours before sleep,recSnJ4U7H8ZPQlZT,>=,recjCgQrVwYsu7IYz,,recY2PuwMOYJnHj2p,10-day,daily,,2,10,recBPu9PYFPU8hate,rectNb8AM5fmsSRay,hours,
recqSQqcCDDFPQvi2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,difference,Use blue light blocking nightly for 2+ hours before sleep for 14 consecutive nights. Achieve mastery of consistent evening light management for maximum circadian rhythm and sleep quality optimization.,05,Master Nightly Light Protection,2025-09-16T23:07:07.000Z,,CH-05-REC0175.2,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-30T18:34:31.000Z,Use blue light blocking glasses or filters nightly for 2+ hours before sleep,recSnJ4U7H8ZPQlZT,>=,recjCgQrVwYsu7IYz,,recqSQqcCDDFPQvi2,14-day,daily,,2,14,recBPu9PYFPU8hate,recu5zaPt8hg3iZMC,hours,
