record_id,baseline_consistency,binary_threshold,calculated_metrics_map,categorical_filter_threshold,completion_based,composite_weighted,constrained_weekly_allowance,created,created_by,data_entry_type,description,healthkit_data_type,healthkit_equivalent,identifier,intake_metrics_map,last_modified_by,last_modified_time,minimum_frequency,name,proportional,proportional_frequency_hybrid,sleep_composite,sleep_composite_metric_2,source_options,time_fields_entry,ui_display_from_units,units,validation_schema,weekend_variance,weekly_elimination
reci2LOcA8vNf3dlx,,,,,,,,2025-09-12T15:36:12.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,Resting heart rate measurement,quantity,HKQuantityTypeIdentifierRestingHeartRate,resting_heart_rate_measured,recLuAlDIETnvUUtO,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:43:05.000Z,,Resting Heart Rate,,,,,,recQUkAvCWmbG4NmB,BPM,recVE273dOVjEFEWL,"{""range"": {""min"": 40, ""max"": 120}}",,
recUi0wXzQXWfE8T8,,,recqsVGWNyBCUtPen,,,,,2025-09-12T15:40:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,Height measurement taken,quantity,HKQuantityTypeIdentifierHeight,height_measured,"reccxH7AESy9vvBPo, recKjpXsXuiQfYGpu","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:42:48.000Z,,Height Measured,,,,,,recQUkAvCWmbG4NmB,Centimeters,recpV1fwlwZeOtZfV,"{""range"": {""min"": 100, ""max"": 250}}",,
recmK2HmyndL0dhIU,,,recHrKqMJmZjkTfPu,,,,,2025-09-12T19:57:37.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,User's date of birth for calculating age and determining age-appropriate health screening intervals and recommendations,characteristic,HKCharacteristicTypeIdentifierDateOfBirth,birth_date,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:54:21.000Z,,Date of Birth,,,,,,rec1YWXt84b8K9d7v,MM/DD/YYYY,rec1YWXt84b8K9d7v,"{""input_type"": ""date"", ""max_age_years"": 120, ""min_age_years"": 0}",,
recLTgr8FDPeRmjlN,,,"recpihoFk1Oil2Zj0, recpo90msSdH76ZT7, reczFF6vBLjOxw4Fc, reczY7QPX3FOKp74m, recActJ3sF8kbburU, reco96aJYzJadCR5x, recvZ2p8V4yZ52Mqc, recKPhd9HvDuo4CO5",,,,,2025-09-12T19:57:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",category_select,"User's biological gender for determining gender-specific health screenings and recommendations (e.g., mammograms, prostate screenings)",characteristic,HKCharacteristicTypeIdentifierBiologicalSex,gender,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T18:37:32.000Z,,Gender,,,,,,,"Male, Female","rectJwVocjXTujIfW, recSGXYX6avXEOf4h","{""values"": [""male"", ""female"", ""other"", ""prefer_not_to_say""]}",,
recLRMTb7VbdtJDGf,,,,,,,,2025-09-12T15:21:47.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,Heart rate variability measurement,quantity,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,hrv_measured,recqea20SA5Y5BaIw,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:43:11.000Z,,HRV Measurement,,,,,,recQUkAvCWmbG4NmB,Milliseconds,recbZOjpwRFoJ7tMC,"{""range"": {""min"": 10, ""max"": 200}}",,
recJj66RhX1E012hK,,,,,,,,2025-09-12T15:21:53.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,VO2 Max measurement taken,quantity,HKQuantityTypeIdentifierVO2Max,vo2_max_measured,rec0v0JrVS6xu5Dcj,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:39:47.000Z,,VO2 Max Measurement,,,,,,recQUkAvCWmbG4NmB,mL/kg/min,recvnpDBkos1fyFjA,"{""range"": {""min"": 15, ""max"": 80}}",,
rec57VwF5UobL9wpP,,,,,,,,2025-09-12T15:21:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",measurement,Body fat percentage measurement,quantity,HKQuantityTypeIdentifierBodyFatPercentage,body_fat_measured,recVHWlB26jWt9Ij9,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:43:28.000Z,,Body Fat Measurement,,,,,,recQUkAvCWmbG4NmB,Percent,recIIRqObbADMucrw,"{""range"": {""min"": 5, ""max"": 50}}",,
recj5SU6yC4WLBPsy,,,,,,,,2025-09-22T21:36:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Omega-3 (EPA/DHA) Supplement adherence event,category,,omega3_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Omega-3 (EPA/DHA) Supplement taken,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""values"": [""taken"", ""skipped""]}",,
recrI6gltvaeo8gT4,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Vitamin D3 Supplement adherence event,category,,vitamin_d3_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Vitamin D3 Supplement taken,,,,,,recQUkAvCWmbG4NmB,International Units,reckRwscLvoAzsWmA,"{""values"": [""taken"", ""skipped""]}",,
recJnV48zReiLbg8A,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Magnesium Supplement adherence event,category,,magnesium_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Magnesium Supplement taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
reca2k4jZkIFzokj8,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Creatine Monohydrate adherence event,category,,creatine_monohydrate_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Creatine Monohydrate taken,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""values"": [""taken"", ""skipped""]}",,
rec6tUE4Ht7ivYWW4,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Protein Powder Supplement adherence event,category,,protein_powder_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Protein Powder Supplement taken,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""values"": [""taken"", ""skipped""]}",,
rece9ryJ5XZU3SOoG,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Coenzyme Q10 (CoQ10) Supplement adherence event,category,,coq10_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Coenzyme Q10 (CoQ10) Supplement taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recB0N9gXMJvjBuf0,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Fiber Supplement adherence event,category,,fiber_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Fiber Supplement taken,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""values"": [""taken"", ""skipped""]}",,
recXsLFqlvirodf3v,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Multivitamin adherence event,category,,multivitamin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Multivitamin taken,,,,,,recQUkAvCWmbG4NmB,Packs (Vitamin),recDNemn7k3QA5HOk,"{""values"": [""taken"", ""skipped""]}",,
recbJtMU9vkPxJQPt,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Iron Supplement adherence event,category,,iron_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Iron Supplement taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recxZlijql3VE6Wer,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Vitamin B12 & Folate adherence event,category,,vitamin_b12_folate_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Vitamin B12 & Folate taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
rec7A4ut8tAGpH08t,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Probiotic Supplement adherence event,category,,probiotic_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Probiotic Supplement taken,,,,,,recQUkAvCWmbG4NmB,Billion CFU,recqM7xXRKu5aGncY,"{""values"": [""taken"", ""skipped""]}",,
recet20Hz7MRvKrnX,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Melatonin Supplement adherence event,category,,melatonin_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Melatonin Supplement taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
reccJFLbgvua3oPuH,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Calcium Supplement adherence event,category,,calcium_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Calcium Supplement taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recPJ7UHt3bhhGOLd,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Zinc Supplement adherence event,category,,zinc_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Zinc Supplement taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recEoaPcs3PtwZp4f,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual NAC (N-Acetylcysteine) adherence event,category,,nac_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,NAC (N-Acetylcysteine) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recxpJLGC2zA9qayR,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Berberine adherence event,category,,berberine_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Berberine taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recBotbLQNNXK9i4A,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Glycine Supplement adherence event,category,,glycine_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Glycine Supplement taken,,,,,,recQUkAvCWmbG4NmB,Grams,recBuF3n8IQ2v0Io8,"{""values"": [""taken"", ""skipped""]}",,
recvNRPTlljTNKUM0,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Glucosamine/Chondroitin adherence event,category,,glucosamine_chondroitin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Glucosamine/Chondroitin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec5v7aQstJoHvfR5,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Curcumin Supplement adherence event,category,,curcumin_supplement_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Curcumin Supplement taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec4hVar4q19KHy2M,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Alpha-Lipoic Acid adherence event,category,,alpha_lipoic_acid_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Alpha-Lipoic Acid taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recBTXaE1gq7kgUx5,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Astaxanthin adherence event,category,,astaxanthin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Astaxanthin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
reciZq0r6l3FkWboG,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Resveratrol adherence event,category,,resveratrol_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Resveratrol taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recRSToDEGkn2mQLO,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Lutein/Zeaxanthin adherence event,category,,lutein_zeaxanthin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Lutein/Zeaxanthin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recNwinUlf4CV7O2W,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Ashwagandha adherence event,category,,ashwagandha_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Ashwagandha taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recilt99MgODQfso1,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Vitamin K2 adherence event,category,,vitamin_k2_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Vitamin K2 taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
recW9arwmvO30b1Nd,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Niacin (OTC) adherence event,category,,niacin_otc_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Niacin (OTC) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rech0Uce0czmYkICn,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Low-Dose Aspirin (OTC) adherence event,category,,low_dose_aspirin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Low-Dose Aspirin (OTC) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recTYlpJwpFuh5uKY,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual GLP-1/GIP Receptor Agonist (Tirzepatide) adherence event,category,,glp1_gip_agonist_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,GLP-1/GIP Receptor Agonist (Tirzepatide) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
rec49U7ZBMQyCcOXu,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual GLP-1 Receptor Agonist (Semaglutide/Liraglutide) adherence event,category,,glp1_agonist_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,GLP-1 Receptor Agonist (Semaglutide/Liraglutide) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recHA0f2pG71FMtAH,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Growth Hormone Secretagogue Stack (CJC-1295 + Ipamorelin) adherence event,category,,gh_secretagogue_stack_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Growth Hormone Secretagogue Stack (CJC-1295 + Ipamorelin) taken,,,,,,recQUkAvCWmbG4NmB,"Milligrams, Micrograms","recBxCQOAdMmOV1Hi, rec0bCCIGsoIoxokH","{""values"": [""taken"", ""skipped""]}",,
recq2YBMyorvAuzvP,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual BPC-157 adherence event,category,,bpc_157_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,BPC-157 taken,,,,,,recQUkAvCWmbG4NmB,Micrograms,rec0bCCIGsoIoxokH,"{""values"": [""taken"", ""skipped""]}",,
rec9AostBgrZxi3i0,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual TB-500 (Thymosin Beta-4) adherence event,category,,tb_500_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,TB-500 (Thymosin Beta-4) taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recJKP1SjhWodVgoH,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual BPC-157 + TB-500 Stack adherence event,category,,bpc_tb_stack_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,BPC-157 + TB-500 Stack taken,,,,,,recQUkAvCWmbG4NmB,"Micrograms, Milligrams","rec0bCCIGsoIoxokH, recBxCQOAdMmOV1Hi","{""values"": [""taken"", ""skipped""]}",,
recfuIX6ONYn8wiIH,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Epitalon adherence event,category,,epitalon_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Epitalon taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recZk44R2czkRhCCY,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Thymalin adherence event,category,,thymalin_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Thymalin taken,,,,,,recQUkAvCWmbG4NmB,Milligrams,recBxCQOAdMmOV1Hi,"{""values"": [""taken"", ""skipped""]}",,
recR7QNubFWRM4Oh6,,,,,,,,2025-09-22T21:38:23.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",time_only,Individual Epitalon + Thymalin Stack adherence event,category,,epitalon_thymalin_stack_taken,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-26T00:39:37.000Z,,Epitalon + Thymalin Stack taken,,,,,,recQUkAvCWmbG4NmB,,,"{""values"": [""taken"", ""skipped""]}",,
