record_id,base_unit_identifier,calculated_metrics,conversion_factor,created,created_by,healthkit_unit,identifier,intake_markers,last_modified_by,last_modified_time,metrics_time_field_entry_units,metrics_using_unit,symbol,therapautics_matrix copy,ui_display,unit_type
rec8ZE031FqoxkBrS,,,,2025-09-08T21:22:45.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.lux(),lux,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,lx,,Lux,measurement
recJWqWbuOdPqpNs3,,,,2025-09-08T21:22:14.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.diopter(),diopter,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,dpt,,Diopters,angle
recfhfreO5pycHa8H,,,,2025-09-08T21:22:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.prismDiopter(),prism_diopter,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,pd,,Prism Diopters,angle
reciglkR2ULiB5EwC,,,,2025-09-08T21:22:21.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.degreeAngle(),degree_angle,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,deg,,Degrees,angle
recSCNVkXsmvFIMST,,,,2025-09-08T21:22:25.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.radianAngle(),radian_angle,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,rad,,Radians,angle
recSfaN8sR1zfmrWr,,,,2025-09-08T21:12:36.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.siemenUnit(with: .micro),microsiemens,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,µS,,Microsiemens,electrical
recT09mI1ujbQ86Fn,,,,2025-09-08T21:22:29.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.siemen(),siemen,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,S,,Siemens,electrical
rec6hO77Qfh2thpDT,,,,2025-09-08T21:22:33.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.volt(),volt,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,V,,Volts,electrical
recxDBBVKxWpxoJvx,volt,,0.001,2025-09-08T21:22:37.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.voltUnit(with: .milli),millivolt,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,mV,,Millivolts,electrical
recnP2919FVTP6s8r,,,,2025-09-08T21:22:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.hertz(),hertz,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,Hz,,Hertz,frequency
recS7fkiDgtzYOEKb,hertz,,1000,2025-09-08T21:22:11.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.hertzUnit(with: .kilo),kilohertz,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,kHz,,Kilohertz,frequency
recxtH35wkPkaY6pM,,,,2025-09-08T21:08:59.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.degreeFahrenheit(),degrees_fahrenheit,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:11:36.000Z,,,°F,,°F,temperature
recm1EXvpqzl2aR9o,,,,2025-09-08T21:09:03.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.degreeCelsius(),degrees_celsius,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:11:36.000Z,,,°C,,°C,temperature
recu4upub2erz116f,,,,2025-09-08T21:21:58.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.kelvin(),kelvin,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-10T13:15:02.000Z,,,K,,Kelvin,temperature
recrBRjS7aT6IK47k,,"recoeTFC1BAxwhShl, recN3rFbUQqQ1yed7",,2025-09-14T18:26:42.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),application,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-25T13:36:41.000Z,,,applications,,Applications,count
recDNemn7k3QA5HOk,,,,2025-09-22T20:49:18.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),pack_vitamin,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T16:37:04.000Z,,recXsLFqlvirodf3v,pack(s),reckrfgH3SWyq4JJL,Packs (Vitamin),count
recqM7xXRKu5aGncY,,,,2025-09-22T20:52:52.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),billion_CFU,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T16:37:04.000Z,,rec7A4ut8tAGpH08t,billion CFU,recTViLG7j4OyM1Jr,Billion CFU,count
recl4XFbiy3BbVQKE,,,,2025-09-22T21:13:30.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),tablets,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-24T04:09:30.000Z,,"recu5U33jes3HRGmN, recazGXaK6K2S2sVu",tablets,,Tablets,count
recTzBVvTGBKg8nSv,,"recotgSzXqGTB3P3X, recnuBnAaWB6kVNZI",,2025-09-24T04:00:54.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",HKUnit.count(),ratio,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-10-07T17:46:14.000Z,,,ratio,,Ratio,measurement
