record_id,created,created_by,id,intake_markers_raw,intake_metrics_raw,last_modified_by,last_modified_time,linked_evidence,option_count,overview,primary_markers,primary_metrics,raw_impact,secondary_markers,secondary_metrics,stack_recommendation,stack_summary,tertiary_markers,tertiary_metrics,therapeutic_1,therapeutic_1_age_max,therapeutic_1_age_min,therapeutic_1_category,therapeutic_1_dose_max,therapeutic_1_dose_min,therapeutic_1_dose_rollup,therapeutic_1_frequency_days,therapeutic_1_gender,therapeutic_1_operator,therapeutic_1_overview,therapeutic_1_recommendation,therapeutic_1_timing,therapeutic_1_type,therapeutic_1_unit,therapeutic_1_unit_symbol,therapeutic_2,therapeutic_2_age_max,therapeutic_2_age_min,therapeutic_2_category,therapeutic_2_dose_max,therapeutic_2_dose_min,therapeutic_2_dose_rollup,therapeutic_2_frequency_days,therapeutic_2_gender,therapeutic_2_operator,therapeutic_2_timing,therapeutic_2_type,therapeutic_2_unit,therapeutic_2_unit_symbol,therapeutic_3,therapeutic_3_age_max,therapeutic_3_age_min,therapeutic_3_category,therapeutic_3_dose_max,therapeutic_3_dose_min,therapeutic_3_dose_rollup,therapeutic_3_frequency_days,therapeutic_3_gender,therapeutic_3_operator,therapeutic_3_timing,therapeutic_3_type,therapeutic_3_unit,therapeutic_3_unit_symbol,therapeutic_count,therapeutic_recommendation,therapeutic_summary,therapeutic_type,therapeutic_type_ref_#,title
recEYP7vktyz0N8iJ,2025-09-27T17:40:22.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED005(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:40:40.000Z,,(ii),,,,,,,,,,,recU4gETv7PhaIahl,150,21,Fibrate,1200,600,600-1200 mg,1,male_female,<>,PPARα agonist for triglyceride optimization,"Take 600-1,200mg of Gemfibrozil before meals daily for triglyceride management and cardiovascular health",Before meals,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 600-1,200mg of Gemfibrozil before meals daily for triglyceride management and cardiovascular health",PPARα agonist for triglyceride optimization,MED,005,Gemfibrozil: Fibrate
recsQfkX0Ks0uGu0x,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED006(i)-SINGLE,"recDBJLAkc5CAfBm3, receYj9nbAEGPBxFl, recq0JX3QgFBo5mm4, recPiW3K4dhWi31Xh",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:41:32.000Z,,(i),"Prescription EPA omega-3s lower triglycerides and reduce CV risk, especially in those with prior heart disease or very high triglycerides.",receYj9nbAEGPBxFl,,35,"recq0JX3QgFBo5mm4, recPiW3K4dhWi31Xh, recDBJLAkc5CAfBm3",,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recrJMUbyDMwVrdAI,150,21,Omega-3 Prescription,4,2,2-4 g,1,male_female,<>,Purified EPA for cardiovascular optimization,Take 2-4g of Icosapent Ethyl with meals daily for cardiovascular risk reduction and triglyceride management,With meals,MED,recBuF3n8IQ2v0Io8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 2-4g of Icosapent Ethyl with meals daily for cardiovascular risk reduction and triglyceride management,Purified EPA for cardiovascular optimization,MED,006,Icosapent Ethyl: Omega-3 Prescription
rec8x3aKZgY5lMUFT,2025-09-27T17:41:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED006(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:41:39.000Z,,(ii),,,,,,,,,,,recdJhA5yKsiLtR6O,150,21,Omega-3 Prescription,4,2,2-4 g,1,male_female,<>,Purified EPA for cardiovascular optimization,Take 2-4g of Vascepa with meals daily for cardiovascular protection and anti-inflammatory benefits,With meals,MED,recBuF3n8IQ2v0Io8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 2-4g of Vascepa with meals daily for cardiovascular protection and anti-inflammatory benefits,Purified EPA for cardiovascular optimization,MED,006,Vascepa: Omega-3 Prescription
recW3shrY0gT5x2lI,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED007(i)-SINGLE,"recDBJLAkc5CAfBm3, receYj9nbAEGPBxFl, recPiW3K4dhWi31Xh",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:42:31.000Z,,(i),"Cholestyramine is a bile acid sequestrant that lowers LDL cholesterol by binding bile acids in the intestine, forcing the liver to use cholesterol to make more bile acids. This medication can reduce LDL by 15-30% and has additional benefits of reducing pruritus in cholestasis. Take other medications 1 hour before or 4-6 hours after cholestyramine to avoid absorption interference.",recDBJLAkc5CAfBm3,,40,"receYj9nbAEGPBxFl, recPiW3K4dhWi31Xh",,,,recwIwB9znK0kB3Xg,recLuAlDIETnvUUtO,recndoooyglQx4y9P,150,21,Bile Acid Sequestrant,16,8,8-16 g,1,male_female,<>,Bile acid binding resin for cholesterol,Take 8-16g of Cholestyramine before meals daily for cholesterol reduction and bile acid optimization,Before meals,MED,recBuF3n8IQ2v0Io8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 8-16g of Cholestyramine before meals daily for cholesterol reduction and bile acid optimization,Bile acid binding resin for cholesterol,MED,007,Cholestyramine: Bile Acid Sequestrant
recXAfitq6HLpsxc2,2025-09-22T20:32:57.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED007(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:42:33.000Z,,(ii),Colesevelam is a second-generation bile acid sequestrant that lowers LDL cholesterol by 15-18% and has the additional benefit of reducing HbA1c by 0.5% in type 2 diabetes. Better tolerated than older agents with less GI side effects and fewer drug interactions. Can be taken with statins for additive LDL reduction. Tablets should be taken with meals and adequate liquid.,,,,,,,,,,recyQvtjyo86gveer,150,21,Bile Acid Sequestrant,4.375,3.75,3.75-4.375 g,1,male_female,<>,Bile acid binding agent for cholesterol,Take 3.75-4.375g of Colesevelam with meals daily for cholesterol management and glucose control,With meals,MED,recBuF3n8IQ2v0Io8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 3.75-4.375g of Colesevelam with meals daily for cholesterol management and glucose control,Bile acid binding agent for cholesterol,MED,007,Colesevelam: Bile Acid Sequestrant
recjNjSpoVRlD7N53,2025-09-22T20:32:55.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED007(iii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:42:35.000Z,,(iii),Colestipol is a bile acid sequestrant that reduces LDL cholesterol by preventing bile acid reabsorption in the intestine. Can lower LDL by 15-30% depending on dose. Granules must be mixed with at least 3 oz of liquid and never taken dry. Space other medications appropriately as colestipol can interfere with absorption. Monitor for constipation and supplement fat-soluble vitamins if used long-term.,,,,,,,,,,recf4sifYvn5Tdz9B,150,21,Bile Acid Sequestrant,20,10,10-20 g,1,male_female,<>,Bile acid binding resin for cholesterol,Take 10-20g of Colestipol before meals daily for cholesterol reduction and cardiovascular protection,Before meals,MED,recBuF3n8IQ2v0Io8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 10-20g of Colestipol before meals daily for cholesterol reduction and cardiovascular protection,Bile acid binding resin for cholesterol,MED,007,Colestipol: Bile Acid Sequestrant
rectdPi389LJ4nzH4,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED008-SINGLE,"recw2hqgZfllcjFso, receYj9nbAEGPBxFl, recBA3iQ4lGJtC2nM, recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld, recPiW3K4dhWi31Xh",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:42:58.000Z,,,"Metformin lowers blood glucose, improves insulin sensitivity, reduces cancer risk, and may promote longevity. First-line for type 2 diabetes and sometimes used off-label for healthy aging.","receYj9nbAEGPBxFl, recC0mB1LyNGjDyld, recw2hqgZfllcjFso",,30,"recf4HtvFUqMhyhdh, recPiW3K4dhWi31Xh, recBA3iQ4lGJtC2nM",,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recyxuZLsrkXWMvzR,150,21,Biguanide,2000,500,500-2000 mg,1,male_female,<>,Glucose optimization and longevity pathways,"Take 500-2,000mg of Metformin with meals daily for glucose optimization, longevity pathways activation, and metabolic health",With meals,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 500-2,000mg of Metformin with meals daily for glucose optimization, longevity pathways activation, and metabolic health",Glucose optimization and longevity pathways,MED,008,Metformin: Biguanide
rec0ioZWRXM208MOR,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED009(i)-SINGLE,"recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld, recierVNozpgZdLZH, recPiW3K4dhWi31Xh, receYj9nbAEGPBxFl",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:44:10.000Z,reci85XjmgHjnCB9m,(i),"SGLT2 inhibitors lower glucose, support weight loss, and reduce risk of heart failure and kidney disease. Growing evidence for broad CV/renal protection.","receYj9nbAEGPBxFl, recC0mB1LyNGjDyld",,45,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recPiW3K4dhWi31Xh",,,,"recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec5tCyQlFe6acsRf,150,21,SGLT2 Inhibitor,25,10,10-25 mg,1,male_female,<>,Metabolic optimization and cardioprotection,"Take 10-25mg of Empagliflozin in the morning daily for metabolic optimization, cardiovascular protection, and potential longevity benefits",Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 10-25mg of Empagliflozin in the morning daily for metabolic optimization, cardiovascular protection, and potential longevity benefits",Metabolic optimization and cardioprotection,MED,009,Empagliflozin: SGLT2 Inhibitor
rec75ksnDkWIKyFEJ,2025-09-27T17:43:02.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED009(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:44:45.000Z,,(ii),,,,,,,,,,,recgnzq73RjPFEmQL,150,21,SGLT2 Inhibitor,10,5,5-10 mg,1,male_female,<>,Metabolic optimization and cardioprotection,"Take 5-10mg of Dapagliflozin in the morning daily for metabolic health, cardiovascular benefits, and weight management",Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-10mg of Dapagliflozin in the morning daily for metabolic health, cardiovascular benefits, and weight management",Metabolic optimization and cardioprotection,MED,009,Dapagliflozin: SGLT2 Inhibitor
reckK5qGXQ8sWapSG,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED010(i)-SINGLE,"recf4HtvFUqMhyhdh, recC0mB1LyNGjDyld, recierVNozpgZdLZH, recAdUWMgWMZS3qKI, receYj9nbAEGPBxFl",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:44:49.000Z,,(i),"Lowers blood pressure, protects heart and kidneys, and reduces proteinuria and CV risk.","receYj9nbAEGPBxFl, recC0mB1LyNGjDyld",,60,"recf4HtvFUqMhyhdh, recierVNozpgZdLZH, recAdUWMgWMZS3qKI",,,,"recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recxNtWjwRpIlIFgh,150,21,ACE Inhibitor,20,5,5-20 mg,1,male_female,<>,Cardiovascular protection and longevity,"Take 5-20mg of Lisinopril at any time daily for cardiovascular protection, blood pressure optimization, and longevity benefits",Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 5-20mg of Lisinopril at any time daily for cardiovascular protection, blood pressure optimization, and longevity benefits",Cardiovascular protection and longevity,MED,010,Lisinopril: ACE Inhibitor
recyHLz8Ff02WdHwe,2025-09-27T17:43:04.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED010(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:44:52.000Z,,(ii),,,,,,,,,,,recHqvt2yu05ESjzC,150,21,ARB,100,25,25-100 mg,1,male_female,<>,Cardiovascular protection and longevity,"Take 25-100mg of Losartan at any time daily for cardiovascular health, kidney protection, and anti-aging benefits",Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 25-100mg of Losartan at any time daily for cardiovascular health, kidney protection, and anti-aging benefits",Cardiovascular protection and longevity,MED,010,Losartan: ARB
recWrUlNA70SboKGJ,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED011(i)-SINGLE,"recyUWBp7cedeahQO, recuJaoMbqZ3GOYdw, recRgCjpkw99U68vD, recGspbHqQAWDMXpQ, recALCA8WP3CwReZz","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:44:58.000Z,,(i),"Reduces heart rate, lowers BP, and is essential for some heart conditions and post-MI care.",,"recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",55,"recyUWBp7cedeahQO, recPiW3K4dhWi31Xh",,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recpj0u9FRtBln1Tn,150,21,Beta Blocker,200,50,50-200 mg,1,male_female,<>,Cardiovascular protection,"Take 50-200mg of Metoprolol in divided doses daily for heart health, blood pressure control, and cardiovascular longevity",Divided,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 50-200mg of Metoprolol in divided doses daily for heart health, blood pressure control, and cardiovascular longevity",Cardiovascular protection,MED,011,Metoprolol: Beta Blocker
recHQSz6isXnQ8wcG,2025-09-27T17:43:08.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED011(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:03.000Z,,(ii),,,,,,,,,,,recMen2mZlihBo9bY,150,21,Beta Blocker,10,2.5,2.5-10 mg,1,male_female,<>,Cardiovascular protection,Take 2.5-10mg of Bisoprolol in the morning daily for cardiovascular protection and stress response optimization,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 2.5-10mg of Bisoprolol in the morning daily for cardiovascular protection and stress response optimization,Cardiovascular protection,MED,011,Bisoprolol: Beta Blocker
recuY3ZLCNC82mb0W,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED012(i)-SINGLE,,"recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO, recqea20SA5Y5BaIw","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:06.000Z,,(i),"Relaxes blood vessels, lowers blood pressure, and treats angina and arrhythmias.",recC0mB1LyNGjDyld,"recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",50,"recf4HtvFUqMhyhdh, recq0JX3QgFBo5mm4, recDBJLAkc5CAfBm3",recLuAlDIETnvUUtO,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,recMBNA1XhcrdUTDp,150,21,Calcium Channel Blocker,10,2.5,2.5-10 mg,1,male_female,<>,Cardiovascular protection,Take 2.5-10mg of Amlodipine at any time daily for blood pressure optimization and cardiovascular protection,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 2.5-10mg of Amlodipine at any time daily for blood pressure optimization and cardiovascular protection,Cardiovascular protection,MED,012,Amlodipine: Calcium Channel Blocker
recrzH1PnmgHtsBeB,2025-09-27T17:43:10.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED012(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:13.000Z,,(ii),,,,,,,,,,,recyIixE2UOSbrRz2,150,21,Calcium Channel Blocker,360,120,120-360 mg,1,male_female,<>,Cardiovascular protection,Take 120-360mg of Diltiazem at any time daily for cardiovascular health and blood pressure management,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 120-360mg of Diltiazem at any time daily for cardiovascular health and blood pressure management,Cardiovascular protection,MED,012,Diltiazem: Calcium Channel Blocker
recSbkWRXu3F84k38,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED013(i)-SINGLE,"rec7lljffINZr7vSi, recVZYWGkdqlDhEL9","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE, recLuAlDIETnvUUtO","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:16.000Z,,(i),"Lowers BP, reduces CV risk, and helps control fluid overload in heart failure or hypertension.",,"recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",50,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec5HX7js7FFz4tv0,150,21,Thiazide Diuretic,25,12.5,12.5-25 mg,1,male_female,<>,Cardiovascular protection,Take 12.5-25mg of Hydrochlorothiazide in the morning daily for blood pressure control and cardiovascular protection,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 12.5-25mg of Hydrochlorothiazide in the morning daily for blood pressure control and cardiovascular protection,Cardiovascular protection,MED,013,Hydrochlorothiazide: Thiazide Diuretic
rec8JqsWgGBSQVszd,2025-09-27T17:43:12.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED013(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:21.000Z,,(ii),,,,,,,,,,,rec1fTtP3L6AosDpo,150,21,Thiazide Diuretic,25,12.5,12.5-25 mg,1,male_female,<>,Cardiovascular protection,Take 12.5-25mg of Chlorthalidone in the morning daily for long-term cardiovascular protection and blood pressure optimization,Morning,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 12.5-25mg of Chlorthalidone in the morning daily for long-term cardiovascular protection and blood pressure optimization,Cardiovascular protection,MED,013,Chlorthalidone: Thiazide Diuretic
rec2rDRNjPBMICVx9,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED014-SINGLE,"recALCA8WP3CwReZz, recGspbHqQAWDMXpQ, recuJaoMbqZ3GOYdw, recyUWBp7cedeahQO, recyAXip0DWF9Lp1S, recf4HtvFUqMhyhdh","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:25.000Z,,,"Reduces BP, lowers heart failure events, and treats certain hormone excess conditions.",,"recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",50,,,,,"recierVNozpgZdLZH, recAdUWMgWMZS3qKI, recUkIxIOnGBQsC1n, recAAuZFrdsqJW3yd",,rec0McPfj8yGA5Fbt,150,21,Mineralocorticoid Antagonist,50,25,25-50 mg,1,male_female,<>,Cardiovascular and longevity benefits,"Take 25-50mg of Spironolactone with meals daily for cardiovascular benefits, aldosterone antagonism, and potential longevity effects",With meals,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 25-50mg of Spironolactone with meals daily for cardiovascular benefits, aldosterone antagonism, and potential longevity effects",Cardiovascular and longevity benefits,MED,014,Spironolactone: Mineralocorticoid Antagonist
recKgi8mkh6IJqt2k,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED015(i)-SINGLE,"recGspbHqQAWDMXpQ, recALCA8WP3CwReZz, recuJaoMbqZ3GOYdw, recyUWBp7cedeahQO","recELBnyZAf0mIQH6, recSy02sgRnjfOkHE","{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:50:02.000Z,,(i),"Increases bone density, reduces fracture risk, and slows osteoporosis progression.",,"recSy02sgRnjfOkHE, recELBnyZAf0mIQH6",45,,,,,,,recaR9XfOmO1yrFTD,150,21,Bisphosphonate,70,35,35-70 mg,7,male_female,<>,Bone health optimization,Take 35-70mg of Alendronate on empty stomach weekly for bone health optimization and fracture prevention,Empty stomach,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 35-70mg of Alendronate on empty stomach weekly for bone health optimization and fracture prevention,Bone health optimization,MED,015,Alendronate: Bisphosphonate
recrfSRfN2RnpyWYZ,2025-09-27T17:43:15.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED015(ii)-SINGLE,,,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:50:03.000Z,,(ii),,,,,,,,,,,recWKHZTWd7kfYvI0,150,21,Bisphosphonate,35,35,35-35 mg,7,male_female,<>,Bone health optimization,Take 35mg of Risedronate on empty stomach weekly for bone density maintenance and skeletal health,Empty stomach,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 35mg of Risedronate on empty stomach weekly for bone density maintenance and skeletal health,Bone health optimization,MED,015,Risedronate: Bisphosphonate
recAMl4mYkyezyuwU,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED016-SINGLE,"rec7lljffINZr7vSi, recVZYWGkdqlDhEL9, recmyyZam7oYaGnDd, recuJaoMbqZ3GOYdw, recyUWBp7cedeahQO",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:42.000Z,,,"Injectable antibody that reduces bone resorption and fracture risk, alternative to bisphosphonates.",,,50,,,,,,,recvYjcSzwtp7b5tP,150,21,RANKL Inhibitor,,60,60 mg,180,male_female,=,Bone health optimization,Take 60mg of Denosumab at any time every 6 months for bone health optimization and osteoporosis prevention,Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,Take 60mg of Denosumab at any time every 6 months for bone health optimization and osteoporosis prevention,Bone health optimization,MED,016,Denosumab: RANKL Inhibitor
recZzvhZCbV6nurbL,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",MED017-SINGLE,"rec7lljffINZr7vSi, recVZYWGkdqlDhEL9, recmyyZam7oYaGnDd",,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",2025-09-27T17:45:48.000Z,,,Raloxifene strengthens bone and reduces breast cancer risk in postmenopausal women.,,,45,,,,,,,reccbQiIRg22mVzUX,150,21,SERM,,60,60 mg,1,male_female,=,Bone and cardiovascular protection,"Take 60mg of Raloxifene at any time daily for bone health, cardiovascular protection, and selective estrogen benefits",Any,MED,recBxCQOAdMmOV1Hi,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLE,"Take 60mg of Raloxifene at any time daily for bone health, cardiovascular protection, and selective estrogen benefits",Bone and cardiovascular protection,MED,017,Raloxifene: SERM
