record_id,Created,Created By,ID,Last Modified,Last Modified By,calculation_target_value,calculation_type,challenges_v3,dependency_logic,dependency_tracked_metric,frequency,level_description (from linked_recommendations) (from challenges_v3),operator,scoring_frequency,scoring_minimum_frequency,scoring_target_value,scoring_target_value_2,scoring_type,target_quantity,target_value,times,tracked_metric,tracked_metric_unit,unit,weightage
receEuAproPbUP1LE,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0042.1-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recXfIADgWSH3hDwN, reczabSzwGkLSULxs, recxCKgH9ommjwrAz, recpfNLnpP6KZclBm, recSn9EmJepeF24zM",sleep_interval,recY75tn39AEXKwbl,per week,"Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week",=,weekly,4 of 7 days,No large meals ≤2 hours before bedtime,,binary_frequency,"≤2h before bed, 4+ nights/week",0,4,recATC4ssc5CoJarW,timestamp,large meal,
rec49L4kjjUvIWtMM,2025-08-18T19:09:19.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0042.1-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recLf0AWh3aJ7S4Zz, recqb1AH32kFaPlaT, recItev8tlMjixTz7, recXOQYS8unXZMl3E, recfw1nBtddy1spAI",sleep_interval,recATC4ssc5CoJarW,per week,"Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week, Avoid large meals within 2 hours of bedtime at least 4 nights/week",<=,weekly,4 of 7 days,No large meals ≤2 hours before bedtime,,binary_frequency,"≤2h before bed, 4+ nights/week",2,4,recY75tn39AEXKwbl,hours,hours,
rechBbAh1jfUaVSgI,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0042.2-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recHjctEplqqI06ry, rec5Oxa6bLuRdQm5c, reclnAbuB5znhfOgs, rec8hWmCFJ7N9udVQ, recdbB2nCv3g16JSg",sleep_interval,recY75tn39AEXKwbl,per week,"Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights",=,weekly,5 of 7 days,No large meals ≤3 hours before bedtime,,binary_frequency,"≤3h before bed, 5+ nights/week",0,5,recATC4ssc5CoJarW,timestamp,large meal,
recvhTuusblgqjqKs,2025-08-18T19:14:52.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0042.2-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recRwtOXJDNFWJ9nv, recJGsvulMaiPmmIw, reciBgeolgdmiKHcU, rec9QT3D1fcxENfjP, reczXKHJF7KkHRJZV",sleep_interval,recATC4ssc5CoJarW,per week,"Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights, Avoid large meals within 3 hours of bedtime on most nights",<=,weekly,5 of 7 days,No large meals ≤3 hours before bedtime,,binary_frequency,"≤3h before bed, 5+ nights/week",3,5,recY75tn39AEXKwbl,hours,hours,
recggP3UrVSj2YaZb,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0043.1-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recDk3dqwviPuc5Um, recZzcO05c4GNKDXi, recxl1xbfcAv33MKS, reccE2o8PZIE4DZBJ, recgObqzevuSvACwU",sleep_interval,recY75tn39AEXKwbl,per week,"Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week",=,weekly,4 of 7 days,No food ≤1 hour before bedtime,,binary_frequency,"≤1h before bed, 4+ nights/week",0,4,recsM47DgXMaSFxrK,timestamp,food,
recEoZCP6e9RPQK0w,2025-08-18T19:17:51.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0043.1-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"reczf3m7AK7U25tjY, recNA2fGFQOySHbKP, recQgHY2rbd72yiRA, recYPlTBdBNlcjLVu, reclfUvyTUukpt9Ie",sleep_interval,recsM47DgXMaSFxrK,per week,"Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week, Avoid food within 1 hour of bedtime at least 4 nights/week",<=,weekly,4 of 7 days,No food ≤1 hour before bedtime,,binary_frequency,"≤1h before bed, 4+ nights/week",1,4,recY75tn39AEXKwbl,hours,hours,
rec4fxCFe1ZmhQuek,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0043.2-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recDsRtSZbQX3dse9, recNT1rnVx07eLP0N, recLscUXcq05FnsTo, recch1Yt8YDibDGY5, recFnwjcfor5iz6q3",sleep_interval,recY75tn39AEXKwbl,per week,"Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights",=,weekly,5 of 7 days,No food ≤2 hours before bedtime,,binary_frequency,"≤2h before bed, 5+ nights/week",0,5,recsM47DgXMaSFxrK,timestamp,food,
rec2w9ATy7hUWsge4,2025-08-18T19:18:54.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0043.2-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recWjqoZsCiApizTU, recDJozMyqpcJjS2e, recmKQZ09xkxQ1K3x, reczG4HdSxfXuw8zo, recrnlzlL4uHwuVmt",sleep_interval,recsM47DgXMaSFxrK,per week,"Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights, Avoid food within 2 hours of bedtime on most nights",<=,weekly,5 of 7 days,No food ≤2 hours before bedtime,,binary_frequency,"≤2h before bed, 5+ nights/week",2,5,recY75tn39AEXKwbl,hours,hours,
recOa0A8aEuZYmzwo,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0044.1-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recZT0JiAh1QHF5OD, recANaNU9uKwHWHBf, recLA3tbuMOVLoVYR, recNT43feYBAAOZ7m, recsF9oJE9fraC6CI",sleep_interval,recY75tn39AEXKwbl,per week,"No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week",=,weekly,4 of 7 days,No alcohol ≤2 hours before bedtime,,binary_frequency,"≤2h before bed, 4+ nights/week",0,4,recn2NJclI5AuwTnP,timestamp,alcohol,
recoqKp5S1t5LJBPR,2025-08-18T19:21:04.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0044.1-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"reclh0kDGrnHhPcaX, recAME8z385fDHvsm, recP0VxNSpTJllWZK, rec5xAhMmd17VolSd, recBzgPXHswX0O3j0",sleep_interval,recn2NJclI5AuwTnP,per week,"No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week, No alcohol within 2 hours of bedtime on at least 4 nights/week",<=,weekly,4 of 7 days,No alcohol ≤2 hours before bedtime,,binary_frequency,"≤2h before bed, 4+ nights/week",2,4,recY75tn39AEXKwbl,hours,hours,
recgZWg1fUBxKXdHf,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0044.2-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recW9DS9Ju29CHTzb, recpXAlkCpM2Zak2i, recqW8lQ0oJpvRG4T, recwb7YmI2Z6apivu, recZgHoOlsmlLBYd5",sleep_interval,recY75tn39AEXKwbl,per week,"No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights",=,weekly,5 of 7 days,No alcohol ≤3 hours before bedtime,,binary_frequency,"≤3h before bed, 5+ nights/week",0,5,recn2NJclI5AuwTnP,timestamp,alcohol,
rec7oTAqy4RcOdxL5,2025-08-18T19:21:58.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0044.2-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"rec8b7x9eytIjMph2, recRAfHjPmtYWJGCH, recg19N68fWWhoEoB, recT5pjB0X3kriMAA, recd0JRC5dkpuApHT",sleep_interval,recn2NJclI5AuwTnP,per week,"No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights, No alcohol within 3 hours of bedtime on most nights",<=,weekly,5 of 7 days,No alcohol ≤3 hours before bedtime,,binary_frequency,"≤3h before bed, 5+ nights/week",3,5,recY75tn39AEXKwbl,hours,hours,
recGh6O2C584Rs5hb,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0045.1-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recQ4YidyLE2hEroG, rec7POtmqSE9zQ4iC, recN1tQ19CrD5uY5q, recaM0pK9Vm0sYusx, recMr5Snc3PeeiFrz",sleep_interval,recY75tn39AEXKwbl,per week,"Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week",=,weekly,4 of 7 days,No screens ≤30 minutes before bedtime,,binary_frequency,"≤30 min before bed, 4+ nights/week",0,4,rec4pZKchlwcEivTq,timestamp,screens,
recNr2xH29wt4vOhr,2025-08-18T19:24:09.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0045.1-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recPu4w7Q9GmoBERa, recLxhFtRj2cyFqfE, recijTdeQ7nntrdef, recg2zqrYkLbA12UI, recdspStqwhxT8K75",sleep_interval,rec4pZKchlwcEivTq,per week,"Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week, Avoid screens within 30 minutes of bedtime, 4+ nights/week",<=,weekly,4 of 7 days,No screens ≤30 minutes before bedtime,,binary_frequency,"≤30 min before bed, 4+ nights/week",30,4,recY75tn39AEXKwbl,hours,minutes,
recEqy64zFUA9Aoo0,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0045.2-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recYwbPNSCF0oM16N, recBNmz0MXHUyGTdU, recRvQcqvoTKE1zyj, recOHW02BolxGlM6u, rec32HYaCEfeO0f0G",sleep_interval,recY75tn39AEXKwbl,per week,"No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights",=,weekly,5 of 7 days,No screens ≤60 minutes before bedtime,,binary_frequency,"≤1h before bed, 5+ nights/week",0,5,rec4pZKchlwcEivTq,timestamp,screens,
recjbyr8aLozcFyHZ,2025-08-18T19:24:15.000Z,"{""id"": ""usrHQfgDi28DDluHj"", ""email"": ""akhlaq.ahmad@kiwitech.com"", ""name"": ""Akhlaq Ahmad""}",REC0045.2-G2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recWp8Z8ntxvfQElF, recsqHQ0fGbIVnTrl, recy0IxWKq1rch9Dr, reczmdz96ykrJT50A, recHVLo4wlFj68tlZ",sleep_interval,rec4pZKchlwcEivTq,per week,"No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights, No screens within 60 of bedtime on most nights",<=,weekly,5 of 7 days,No screens ≤60 minutes before bedtime,,binary_frequency,"≤1h before bed, 5+ nights/week",60,5,recY75tn39AEXKwbl,hours,minutes,
reclA971uzlcSIJHF,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0046.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recgrrtXZyG9U48wI, rec21EeFdD0r0EkxR, recZhTUWwsn2D0fpE, recMI70el1Ml2Iu7g, recYMHuUV8viAj01q",,,per week,"Incorporate 1 minute of breathwork or mindfulness breaks twice a day, Incorporate 1 minute of breathwork or mindfulness breaks twice a day, Incorporate 1 minute of breathwork or mindfulness breaks twice a day, Incorporate 1 minute of breathwork or mindfulness breaks twice a day, Incorporate 1 minute of breathwork or mindfulness breaks twice a day",=,weekly,weekly,2 sessions,,proportional_frequency,≥1 session/week,2,1,recWB10Y3P4QgrkAQ,sessions,sessions,
recP4w4bq2zHmA8CW,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0046.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recMuwAJejdiNt7mB, recvpN9LL91Mx6uTl, rec9kprQb2zokV8B5, rec3iV6fgFmA4Jd9w, rec7R1xi7BmRSkgR0",,,per week,"Incorporate 2-3 minutes of breathwork or mindfulness breaks three or more times a day, Incorporate 2-3 minutes of breathwork or mindfulness breaks three or more times a day, Incorporate 2-3 minutes of breathwork or mindfulness breaks three or more times a day, Incorporate 2-3 minutes of breathwork or mindfulness breaks three or more times a day, Incorporate 2-3 minutes of breathwork or mindfulness breaks three or more times a day",>=,weekly,weekly,≥3 sessions,,proportional_frequency,≥3 sessions/week,3,1,recWB10Y3P4QgrkAQ,sessions,sessions,
rechIaWyZm0FbKW4L,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0046.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recWLx1txPLgOPhqE, recU28tyzIzliFLD3, rec8J28BtJKV7KLVe",,,per week,"Incorporate 2 or more breathwork sessions and 2 or more mindfulness breaks daily, Incorporate 2 or more breathwork sessions and 2 or more mindfulness breaks daily, Incorporate 2 or more breathwork sessions and 2 or more mindfulness breaks daily",>=,weekly,weekly,≥4 sessions,,proportional_frequency,≥5 sessions/week,4,1,recWB10Y3P4QgrkAQ,sessions,sessions,
recE3rbprmqQAxQCv,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0047.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recw9MvQko8l6xklE, recPAg902tip2JQ8U, recYG4gsTkrSIiVWI, rechjU7Umu7xnr5XD, recGzPl58kdL2Qzyt",,,per week,"Attend one social event per week, Attend one social event per week, Attend one social event per week, Attend one social event per week, Attend one social event per week",=,weekly,weekly,1 event,,proportional_frequency,≥1 event/week,1,1,rec5S7ARenQjrrMWB,events,event,
rec5BJnQAYMbvkHCG,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0047.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recnCMl7DYdhS3bJi, rec0v0kFGZD6HqpAy, reczvPkUPQ89RPKGq, recnh5zfCf2QC4g1z, rec2Uw9XScXjpSiEP",,,per week,"Attend two or more social events per week, Attend two or more social events per week, Attend two or more social events per week, Attend two or more social events per week, Attend two or more social events per week",>=,weekly,weekly,2 events,,proportional_frequency,≥2 events/week,2,1,rec5S7ARenQjrrMWB,events,events,
recotkU4xgDQezyfI,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0047.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"rec7tPirTWT9aZtlD, reckUpGdoeQrMsfFk, rec1UWzN6yDIdStwI",,,per week,"Engage in social activities 3+ times weekly, Engage in social activities 3+ times weekly, Engage in social activities 3+ times weekly",>=,weekly,weekly,3 activities,,proportional_frequency,≥3 activities/week,3,1,rec5S7ARenQjrrMWB,activities,activities,
recYBwZb7hNojZbD0,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0048.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recp8iAg4rPeoucuv, recF9VSsVeyP1qAkS, recRgyxAoxjrRzxWH, rec87KLocMZOsrBwm, rec8pQ89sVNvxrKyO",,,per week,"Practice gratitude once per week, Practice gratitude once per week, Practice gratitude once per week, Practice gratitude once per week, Practice gratitude once per week",=,weekly,weekly,1 practice,,proportional_frequency,≥1 practice/week,1,1,recHJKknkW9SQFCqf,practices,practice,
recdzoJEDVjYDUNmO,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0048.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recic1iBVi6Ygm6j4, recbp9wAxWcPeGNAg, rec89LGM4MnjN4FCp, rec410pU3vzMG2TSt, rech2zUZrRdxnyhLE",,,per week,"Practice gratitude three times per week, Practice gratitude three times per week, Practice gratitude three times per week, Practice gratitude three times per week, Practice gratitude three times per week",=,weekly,weekly,3 practices,,proportional_frequency,≥3 practices/week,3,1,recHJKknkW9SQFCqf,practices,practices,
recCNxHEBaEcHl4Bs,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0048.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recuimy6UXABOLPxP, recOhTEzeVAb2O6LD, recH9B9bDSO2wqdVC",,,per week,"Practice gratitude daily, Practice gratitude daily, Practice gratitude daily",=,weekly,weekly,7 practices,,proportional_frequency,≥7 practices/week,7,1,recHJKknkW9SQFCqf,practices,practices,
recfDFIma87DG0oBC,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0049.1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recKstUrotftFXRwX, recCoz956Pgv5R3IH, rec1RmUuBAEWGqBQV, recSJHNvYqFnYA5uQ, recEgYMAD0wByWF5U",,,per week,"Journal or reflect once per week, Journal or reflect once per week, Journal or reflect once per week, Journal or reflect once per week, Journal or reflect once per week",=,weekly,weekly,1 session,,proportional_frequency,≥1 session/week,1,1,recKVJCrX5rb8Y3Ei,sessions,session,
recypM3n2mIqCJf7x,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0049.2,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"recfojtm2SDpIqMKi, recMFllOsqJt5awmO, rectrupzfzYbyffWG, recEIua1OrIDJTJ6f, recjppAWQvx2csl4v",,,per week,"Journal or reflect three times per week, Journal or reflect three times per week, Journal or reflect three times per week, Journal or reflect three times per week, Journal or reflect three times per week",=,weekly,weekly,3 sessions,,proportional_frequency,≥3 sessions/week,3,1,recKVJCrX5rb8Y3Ei,sessions,sessions,
recO1Q6YnSMSsFyx8,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0049.3,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",frequency,sum,"rec4Np8yrVGS8NBsi, recI5daVTK8Wt4CWI, recFcnebpd6sGnQ2R",,,per week,"Journal or reflect daily, Journal or reflect daily, Journal or reflect daily",=,weekly,weekly,7 sessions,,proportional_frequency,≥7 sessions/week,7,1,recKVJCrX5rb8Y3Ei,sessions,sessions,
rec2XijPlz3PYWNml,2025-06-04T23:56:39.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",REC0051.1-G1,2025-09-16T23:07:07.000Z,"{""id"": ""usrdgG7vRV8iqukqL"", ""email"": ""keegankdolan@gmail.com"", ""name"": ""Keegan Dolan""}",daily,recent,"recb8t1MGdE04WM10, recEDE92RpSvdcd5l, rechcGu4TN3VBRa35, recLKDooMSRbNQEi1, recv9NmOs9z1uDG4J",wake_interval,recY75tn39AEXKwbl,per_day,"Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking, Get outdoors for 5 minutes within 2 hours of waking",>=,weekly,5 of 7 days,≥5 min within 2hr of waking,,binary_frequency,"≥5 min within 2hr of waking, 5+ days/week",5,5,rec0UzAaii5gqPh5k,minutes,minute,
